1732791631.170236,0.0,0.0,0.0
1732791631.1920469,0.0,0.0,0.0
1732791631.2217615,0.0,0.0,0.0
1732791631.2362843,0.0,0.0,0.0
1732791631.2643428,0.0,0.0,0.0
1732791631.2746155,0.0,0.0,0.0
1732791631.3155358,0.0,0.0,0.0
1732791631.321248,0.0,0.0,0.0
1732791631.370428,0.0,0.0,0.0
1732791631.3741598,0.0,0.0,0.0
1732791631.379219,0.0,0.0,0.0
1732791631.3952944,0.0,0.0,0.0
1732791631.4250927,0.0,0.0,0.0
1732791631.432983,0.0,0.0,0.0
1732791631.46107,0.0,0.0,0.0
1732791631.4739504,0.0,0.0,0.0
1732791631.497059,0.0,0.0,0.0
1732791631.5128145,0.0,0.0,0.0
1732791631.5396497,0.0,0.0,0.0
1732791631.563043,0.0,0.0,0.0
1732791631.5767243,0.0,0.0,0.0
1732791631.5963404,0.0,0.0,0.0
1732791631.6187146,0.0,0.0,0.0
1732791631.6401293,0.0,0.0,0.0
1732791631.6523626,0.0,0.0,0.0
1732791631.6748908,0.0,0.0,0.0
1732791631.6944385,0.0,0.0,0.0
1732791631.712684,0.0,0.0,0.0
1732791631.733054,0.0,0.0,0.0
1732791631.7563055,0.0,0.0,0.0
1732791631.7795537,0.0,0.0,0.0
1732791631.7950485,0.0,0.0,0.0
1732791631.8324196,0.0,0.0,0.0
1732791631.839167,0.0,0.0,0.0
1732791631.8687646,0.0,0.0,0.0
1732791631.8733287,0.0,0.0,0.0
1732791631.8938596,0.0,0.0,0.0
1732791631.9110112,0.0,0.0,0.0
1732791631.9288874,0.0,0.0,0.0
1732791631.9503455,0.0,0.0,0.0
1732791631.9746313,0.0,0.0,0.0
1732791632.010314,0.0,0.0,0.0
1732791632.0184164,0.0,0.0,0.0
1732791632.03289,0.0,0.0,0.0
1732791632.0569232,0.0,0.0,0.0
1732791632.0728152,0.0,0.0,0.0
1732791632.0941255,0.0,0.0,0.0
1732791632.1095428,0.0,0.0,0.0
1732791632.135488,0.0,0.0,0.0
1732791632.1679401,0.0,0.0,0.0
1732791632.218303,0.0,0.0,0.0
1732791632.259427,0.0,0.0,0.0
1732791632.259721,0.0,0.0,0.0
1732791632.2845252,0.0,0.0,0.0
1732791632.2956343,0.0,0.0,0.0
1732791632.3164234,0.0,0.0,0.0
1732791632.3240435,0.0,0.0,0.0
1732791632.3243601,0.0,0.0,0.0
1732791632.3327525,0.0,0.0,0.0
1732791632.355347,0.0,0.0,0.0
1732791632.379144,0.0,0.0,0.0
1732791632.4036248,0.0,0.0,0.0
1732791632.4239402,0.0,0.0,0.0
1732791632.4401455,0.0,0.0,0.0
1732791632.4799905,0.0,0.0,0.0
1732791632.484438,0.0,0.0,0.0
1732791632.49942,0.0,0.0,0.0
1732791632.5244198,0.0,0.0,0.0
1732791632.5331106,0.0,0.0,0.0
1732791632.579519,0.0,0.0,0.0
1732791632.5924196,0.0,0.0,0.0
1732791632.59973,0.0,0.0,0.0
1732791632.6108723,0.0,0.0,0.0
1732791632.631296,0.0,0.0,0.0
1732791632.6514883,0.0,0.0,0.0
1732791632.6799593,0.0,0.0,0.0
1732791632.6986885,0.0,0.0,0.0
1732791632.7328742,0.0,0.0,0.0
1732791632.7492201,0.0,0.0,0.0
1732791632.7537913,0.0,0.0,0.0
1732791632.777177,0.0,0.0,0.0
1732791632.7934875,0.0,0.0,0.0
1732791632.8175683,0.0,0.0,0.0
1732791632.8335779,0.0,0.0,0.0
1732791632.854842,0.0,0.0,0.0
1732791632.8876112,0.0,0.0,0.0
1732791632.8929408,0.0,0.0,0.0
1732791632.9129548,0.0,0.0,0.0
1732791632.9480789,0.0,0.0,0.0
1732791632.953473,0.0,0.0,0.0
1732791632.9775383,0.0,0.0,0.0
1732791632.9966292,0.0,0.0,0.0
1732791633.0160077,0.0,0.0,0.0
1732791633.034018,0.0,0.0,0.0
1732791633.0703366,0.0,0.0,0.0
1732791633.0839415,0.0,0.0,0.0
1732791633.099376,0.0,0.0,0.0
1732791633.1169076,0.0,0.0,0.0
1732791633.1311169,0.0,0.0,0.0
1732791633.1668503,0.0,0.0,0.0
1732791633.1700172,0.0,0.0,0.0
1732791633.2033966,0.0,0.0,0.0
1732791633.2304132,0.0,0.0,0.0
1732791633.2337897,0.0,0.0,0.0
1732791633.2805862,0.0,0.0,0.0
1732791633.2825801,0.0,0.0,0.0
1732791633.2942076,0.0,0.0,0.0
1732791633.3248777,0.0,0.0,0.0
1732791633.3337772,0.0,0.0,0.0
1732791633.3551738,0.0,0.0,0.0
1732791633.3748908,0.0,0.0,0.0
1732791633.399266,0.0,0.0,0.0
1732791633.421642,0.0,0.0,0.0
1732791633.4353898,0.0,0.0,0.0
1732791633.466789,0.0,0.0,0.0
1732791633.4714143,0.0,0.0,0.0
1732791633.4982224,0.0,0.0,0.0
1732791633.5383756,0.0,0.0,0.0
1732791633.5400274,0.0,0.0,0.0
1732791633.5615377,0.0,0.0,0.0
1732791633.5873528,0.0,0.0,0.0
1732791633.5952086,0.0,0.0,0.0
1732791633.609268,0.0,0.0,0.0
1732791633.6329544,0.0,0.0,0.0
1732791633.652329,0.0,0.0,0.0
1732791633.670061,0.0,0.0,0.0
1732791633.6889231,0.0,0.0,0.0
1732791633.7297275,0.0,0.0,0.0
1732791633.730806,0.0,0.0,0.0
1732791633.7548513,0.0,0.0,0.0
1732791633.7789037,0.0,0.0,0.0
1732791633.809846,0.0,0.0,0.0
1732791633.8250334,0.0,0.0,0.0
1732791633.8419707,0.0,0.0,0.0
1732791633.8587904,0.0,0.0,0.0
1732791633.873755,0.0,0.0,0.0
1732791633.9005477,0.0,0.0,0.0
1732791633.9281824,0.0,0.0,0.0
1732791633.9512079,0.0,0.0,0.0
1732791633.9732141,0.0,0.0,0.0
1732791633.987305,0.0,0.0,0.0
1732791634.0115685,0.0,0.0,0.0
1732791634.0224552,0.0,0.0,0.0
1732791634.0481482,0.0,0.0,0.0
1732791634.061375,0.0,0.0,0.0
1732791634.0819745,0.0,0.0,0.0
1732791634.09728,0.0,0.0,0.0
1732791634.1260028,0.0,0.0,0.0
1732791634.1395297,0.0,0.0,0.0
1732791634.172692,0.0,0.0,0.0
1732791634.1740994,0.0,0.0,0.0
1732791634.2092137,0.0,0.0,0.0
1732791634.211473,0.0,0.0,0.0
1732791634.2353501,0.0,0.0,0.0
