1731948707.7277372,-2.5,0.7
1731948707.7478948,-2.5,0.7
1731948707.771921,2.5,0.7
1731948707.7880902,2.5,0.7
1731948707.808109,2.5,0.7
1731948707.8277535,2.5,0.7
1731948707.8504293,2.5,0.7
1731948707.8682413,2.5,0.7
1731948707.8885813,2.5,0.7
1731948707.9085062,2.5,0.7
1731948707.9287198,2.5,0.7
1731948707.9476476,2.5,0.7
1731948707.9682043,2.5,0.7
1731948707.9881167,2.5,0.7
1731948708.0079942,2.5,0.7
1731948708.0276544,2.5,0.7
1731948708.0475972,2.5,0.7
1731948708.0678797,2.5,0.7
1731948708.0876982,2.5,0.7
1731948708.1087213,2.5,0.7
1731948708.1302812,2.5,0.7
1731948708.1496043,2.5,0.7
1731948708.1676002,2.5,0.7
1731948708.1879308,2.5,0.7
1731948708.2078931,2.5,0.7
1731948708.227634,2.5,0.7
1731948708.2485416,2.5,0.7
1731948708.2675045,2.5,0.7
1731948708.287575,2.5,0.7
1731948708.3079073,2.5,0.7
1731948708.3280668,2.5,0.7
1731948708.3478134,2.5,0.7
1731948708.3677757,2.5,0.7
1731948708.388528,2.5,0.7
1731948708.4085793,2.5,0.7
1731948708.4278436,2.5,0.7
1731948708.4480581,2.5,0.7
1731948708.4675705,2.5,0.7
1731948708.4886746,2.5,0.7
1731948708.5083532,2.5,0.7
1731948708.5278642,2.5,0.7
1731948708.5475347,2.5,0.7
1731948708.56752,2.5,0.7
1731948708.5881603,2.5,0.7
1731948708.6077054,2.5,0.7
1731948708.6293726,2.5,0.7
1731948708.6498055,2.5,0.7
1731948708.6681688,2.5,0.7
1731948708.6882567,2.5,0.7
1731948708.7078435,2.5,0.7
1731948708.72773,2.5,0.7
1731948708.7479753,2.5,0.7
1731948708.7694194,2.5,0.7
1731948708.7881267,2.5,0.7
1731948708.8083384,2.5,0.7
1731948708.828123,2.5,0.7
1731948708.8488998,2.5,0.7
1731948708.8676512,2.5,0.7
1731948708.8880484,2.5,0.7
1731948708.9165843,2.5,0.7
1731948708.9281785,2.5,0.7
1731948708.9484875,2.5,0.7
1731948708.9684448,2.5,0.7
1731948708.9884734,2.5,0.7
1731948709.0080492,2.5,0.7
1731948709.0284898,2.5,0.7
1731948709.0533555,2.5,0.7
1731948709.06809,2.5,0.7
1731948709.0885332,2.5,0.7
1731948709.1079843,2.5,0.7
1731948709.127501,2.5,0.7
1731948709.1497512,2.5,0.7
1731948709.1681137,2.5,0.7
1731948709.1946857,2.5,0.7
