1731948467.0753198,0.02,-0.0,0.79
1731948467.076853,0.03,-0.0,0.79
1731948467.1236224,0.04,0.0,0.79
1731948467.1742792,0.06,0.01,0.79
1731948467.2242408,0.08,0.02,0.79
1731948467.272993,0.11,0.04,0.79
1731948467.324377,0.13,0.05,0.79
1731948467.3733048,0.16,0.07,0.79
1731948467.4253817,0.19,0.08,0.79
1731948467.475197,0.22,0.1,0.79
1731948467.5254319,0.25,0.12,0.78
1731948467.577895,0.28,0.14,0.78
1731948467.626572,0.31,0.16,0.78
1731948467.6797168,0.34,0.18,0.78
1731948467.7231112,0.37,0.2,0.78
1731948467.7773318,0.4,0.22,0.78
1731948467.8228695,0.43,0.24,0.78
1731948467.8761115,0.46,0.26,0.78
1731948467.9246309,0.5,0.28,0.77
1731948467.9748049,0.53,0.3,0.77
1731948468.0251927,0.56,0.32,0.77
1731948468.075417,0.59,0.34,0.77
1731948468.1243107,0.62,0.36,0.77
1731948468.176156,0.66,0.38,0.76
1731948468.224657,0.69,0.41,0.76
1731948468.274168,0.72,0.43,0.76
1731948468.323579,0.75,0.45,0.75
1731948468.3756266,0.79,0.47,0.75
1731948468.4243772,0.82,0.49,0.75
1731948468.4743063,0.85,0.51,0.74
1731948468.5248148,0.89,0.53,0.74
1731948468.5744996,0.92,0.55,0.74
1731948468.6246567,0.95,0.57,0.73
1731948468.6731014,0.99,0.59,0.73
1731948468.723113,1.02,0.61,0.73
1731948468.7728004,1.06,0.63,0.72
1731948468.8285677,1.09,0.65,0.72
1731948468.8788068,1.13,0.67,0.71
1731948468.9239771,1.16,0.7,0.71
1731948468.9766958,1.2,0.72,0.7
1731948469.031118,1.24,0.74,0.7
1731948469.075303,1.27,0.76,0.7
1731948469.1249115,1.31,0.78,0.69
1731948469.1774528,1.35,0.8,0.69
1731948469.2242277,1.38,0.82,0.68
1731948469.2738018,1.42,0.84,0.68
1731948469.3274245,1.46,0.87,0.67
1731948469.3745856,1.5,0.89,0.67
1731948469.4246502,1.54,0.91,0.66
1731948469.4748147,1.58,0.93,0.66
1731948469.5312922,1.62,0.95,0.65
1731948469.5752282,1.66,0.97,0.65
1731948469.6246297,1.7,1.0,0.64
1731948469.6755037,1.74,1.02,0.64
1731948469.7232265,1.79,1.04,0.63
1731948469.773142,1.83,1.06,0.63
1731948469.8253133,1.87,1.08,0.62
1731948469.8736982,1.92,1.11,0.62
1731948469.924808,1.96,1.13,0.61
1731948469.975022,2.0,1.15,0.61
1731948470.0245504,2.05,1.17,0.6
1731948470.0748773,2.09,1.19,0.6
1731948470.1259813,2.14,1.22,0.59
1731948470.1754131,2.19,1.24,0.58
1731948470.224533,2.23,1.26,0.58
1731948470.2749698,2.28,1.28,0.57
1731948470.3246505,2.33,1.31,0.57
1731948470.3737462,2.38,1.33,0.56
1731948470.4246342,2.43,1.35,0.56
1731948470.4749603,2.48,1.37,0.55
1731948470.5242743,2.53,1.4,0.55
1731948470.5744574,2.58,1.42,0.54
1731948470.6232693,2.63,1.44,0.54
1731948470.6737876,2.68,1.46,0.53
1731948470.7229629,2.73,1.48,0.53
1731948470.7731147,2.78,1.51,0.53
1731948470.823906,2.84,1.53,0.52
1731948470.8785012,2.89,1.55,0.52
1731948470.9236622,2.94,1.57,0.51
1731948470.973352,3.0,1.6,0.51
1731948471.0246713,3.05,1.62,0.5
1731948471.0750544,3.11,1.64,0.5
1731948471.127678,3.16,1.66,0.49
1731948471.1774802,3.22,1.68,0.49
1731948471.224851,3.28,1.71,0.49
1731948471.2751868,3.33,1.73,0.48
1731948471.325327,3.39,1.75,0.48
1731948471.3768516,3.45,1.77,0.47
1731948471.4262974,3.5,1.79,0.47
1731948471.4739451,3.56,1.82,0.47
1731948471.523627,3.62,1.84,0.46
1731948471.5745623,3.68,1.86,0.46
1731948471.6252294,3.74,1.88,0.46
1731948471.6792622,3.8,1.9,0.45
1731948471.724395,3.86,1.92,0.45
1731948471.7741768,3.92,1.94,0.45
1731948471.823317,3.98,1.97,0.45
1731948471.873853,4.04,1.99,0.44
1731948471.9233427,4.1,2.01,0.44
1731948471.9771402,4.17,2.03,0.44
1731948472.0236382,4.23,2.05,0.44
1731948472.07616,4.29,2.07,0.43
1731948472.1235766,4.35,2.09,0.43
1731948472.1754935,4.42,2.12,0.43
1731948472.2250857,4.48,2.14,0.43
1731948472.2742221,4.54,2.16,0.43
