1732876127.2242217,-2.5,-0.24
1732876127.2420523,-2.5,-0.24
1732876127.26498,-2.5,-0.24
1732876127.2776978,-2.5,-0.24
1732876127.327508,-2.5,-0.24
1732876127.3395224,-2.5,-0.24
1732876127.3511515,-2.5,-0.24
1732876127.3680992,-2.5,-0.24
1732876127.3828957,-2.5,-0.24
1732876127.4051528,-2.5,-0.27
1732876127.422718,-2.5,-0.27
1732876127.4343958,-2.5,-0.27
1732876127.4542747,-2.5,-0.27
1732876127.4781647,-2.5,-0.27
1732876127.494379,-2.5,-0.27
1732876127.526044,-2.5,-0.27
1732876127.5490386,-2.5,-0.27
1732876127.557677,-2.5,-0.27
1732876127.5798438,-2.5,-0.27
1732876127.6026816,-2.5,-0.27
1732876127.616021,-2.5,-0.27
1732876127.6429772,-2.5,-0.27
1732876127.6661882,-2.5,-0.27
1732876127.6723475,-2.5,-0.27
1732876127.7037647,-2.5,-0.27
1732876127.7484524,-2.5,-0.31
1732876127.749093,-2.5,-0.31
1732876127.7682414,-2.5,-0.31
1732876127.7757027,-2.5,-0.31
1732876127.7989426,-2.5,-0.31
1732876127.8160355,-2.5,-0.31
1732876127.8391137,-2.5,-0.31
1732876127.8538606,-2.5,-0.31
1732876127.875178,-2.5,-0.31
1732876127.8983593,-2.5,-0.31
1732876127.9271512,-2.5,-0.31
1732876127.9394457,-2.5,-0.31
1732876127.984561,-2.5,-0.31
1732876127.989824,-2.5,-0.31
1732876127.9969788,-2.5,-0.31
1732876128.015263,-2.5,-0.12
1732876128.03194,-2.5,-0.12
1732876128.062151,-2.5,-0.12
1732876128.073006,-2.5,-0.26
1732876128.1015217,-2.5,-0.26
1732876128.1178296,-2.5,-0.25
1732876128.1380975,-2.5,-0.25
1732876128.1532383,-2.5,-0.25
1732876128.1732843,-2.5,-0.24
1732876128.200243,-2.5,-0.24
1732876128.221251,-2.5,-0.24
1732876128.2334335,-2.5,-0.24
1732876128.25741,-2.5,-0.24
1732876128.2747438,-2.5,-0.23
1732876128.2998202,-2.5,-0.23
1732876128.32629,-2.5,-0.22
1732876128.3352017,-2.5,-0.22
1732876128.359515,-2.5,-0.22
1732876128.384544,-2.5,-0.21
1732876128.4069316,-2.5,-0.21
1732876128.4236314,-2.5,-0.45
1732876128.4337378,-2.5,-0.45
1732876128.469125,-2.5,-0.45
1732876128.4770815,-2.5,-0.44
1732876128.4962082,-2.5,-0.44
1732876128.5235672,-2.5,-0.44
1732876128.532532,-2.5,-0.44
1732876128.5576143,-2.5,-0.44
1732876128.5811903,-2.5,-0.43
1732876128.6013205,-2.5,-0.43
1732876128.620636,-2.5,-0.42
1732876128.6368876,-2.5,-0.42
1732876128.658217,-2.5,-0.42
1732876128.6721108,-2.5,-0.42
1732876128.700333,-2.5,-0.42
1732876128.7244842,-2.5,-0.61
1732876128.734035,-2.5,-0.61
1732876128.7771661,-2.5,-0.61
1732876128.7926013,-2.5,-0.6
1732876128.8089833,-2.5,-0.6
1732876128.8222458,-2.5,-0.59
1732876128.8455572,-2.5,-0.59
1732876128.8662047,-2.5,-0.59
1732876128.884676,-2.5,-0.59
1732876128.897032,-2.5,-0.59
1732876128.9349284,-2.5,-0.58
1732876128.9435384,-2.5,-0.58
1732876128.963749,-2.5,-0.58
1732876128.9792333,-2.5,-0.58
1732876129.0185916,-2.5,-0.58
1732876129.0189297,-2.5,-0.57
1732876129.0470507,-2.5,-0.57
1732876129.0704026,-2.5,-0.57
1732876129.086156,-2.44,-0.7
1732876129.1016512,-2.44,-0.7
1732876129.116338,-2.45,-0.7
1732876129.1439831,-2.45,-0.7
1732876129.1526875,-2.45,-0.7
1732876129.1756465,-2.45,-0.7
1732876129.2173574,-2.45,-0.7
1732876129.2241838,-2.45,-0.7
1732876129.236305,-2.45,-0.7
1732876129.27241,-2.45,-0.7
1732876129.2778127,-2.46,-0.7
1732876129.3096206,-2.46,-0.7
1732876129.3183649,-2.46,-0.69
1732876129.334875,-2.46,-0.69
1732876129.3589914,-2.46,-0.69
1732876129.374732,-2.47,-0.69
1732876129.4049773,-2.47,-0.69
1732876129.4171472,-2.11,-0.7
1732876129.4475079,-2.11,-0.7
1732876129.4610112,-2.11,-0.7
1732876129.4810762,-2.12,-0.7
1732876129.4938025,-2.12,-0.7
1732876129.525679,-2.12,-0.7
1732876129.5363264,-2.12,-0.7
1732876129.557145,-2.12,-0.7
1732876129.574357,-2.13,-0.7
1732876129.60589,-2.13,-0.7
1732876129.6162503,-2.13,-0.7
1732876129.6375155,-2.13,-0.7
1732876129.6597068,-2.13,-0.7
1732876129.6724377,-2.14,-0.7
1732876129.7132127,-2.14,-0.7
1732876129.716214,-1.79,-0.7
1732876129.7413032,-1.79,-0.7
1732876129.766546,-1.79,-0.7
1732876129.7792156,-1.79,-0.7
1732876129.7993035,-1.79,-0.7
1732876129.819028,-1.8,-0.7
1732876129.8409421,-1.8,-0.7
1732876129.866399,-1.81,-0.7
1732876129.876863,-1.81,-0.7
1732876129.9092238,-1.81,-0.7
1732876129.942058,-1.81,-0.7
1732876129.950981,-1.81,-0.7
1732876129.9666386,-1.82,-0.7
1732876129.9766288,-1.82,-0.7
1732876129.9952326,-1.82,-0.7
1732876130.0183952,-1.82,-0.7
1732876130.0372748,-1.82,-0.7
1732876130.0604095,-1.82,-0.7
1732876130.07815,-1.43,-0.7
1732876130.1016681,-1.43,-0.7
1732876137.6126168,2.5,0.7
1732876137.6461036,2.5,0.7
1732876137.6537907,2.5,0.7
1732876137.6858094,2.5,0.7
1732876137.693936,2.5,0.7
1732876137.7128885,2.5,0.7
1732876137.732873,2.5,0.7
1732876137.7636757,2.5,0.7
1732876137.778067,2.5,0.7
1732876137.8015504,2.5,0.7
1732876137.8205383,2.5,0.7
1732876137.8348775,2.5,0.7
1732876137.870177,2.5,0.7
1732876137.8890345,2.5,0.7
1732876137.8998647,2.5,0.7
1732876137.9190755,2.5,0.7
1732876137.939709,2.5,0.7
